Entry,localization,relability_score
Q9BQD3,Nucleoli fibrillar center,Approved
P17017,Nucleoplasm,Approved
P49840,Nucleoplasm,Approved
Q6ZN55,Nucleoplasm,Approved
P43490,Nuclear speckles,Approved
P56178,Nucleoplasm,Approved
O43364,Nucleoplasm,Approved
Q8NES3,Nuclear membrane,Approved
Q6IPM2,Nucleoplasm,Approved
P31271,Mitotic chromosome,Approved
A4D0V7,Nucleoplasm,Approved
P49640,Nucleoplasm,Approved
Q86VP1,Nucleoplasm,Approved
P52757,Nuclear bodies,Approved
P52757,Nucleoplasm,Approved
Q9NWM8,Nucleoplasm,Approved
Q16623,Nuclear membrane,Approved
P41223,Nucleoplasm,Approved
P17029,Nuclear bodies,Approved
P17029,Nucleoplasm,Approved
P55884,Nucleoplasm,Approved
O00401,Nucleoli,Approved
O75425,Nucleoplasm,Approved
Q9H9J4,Nucleoli,Approved
Q9H9J4,Nucleoplasm,Approved
Q9NS00,Nuclear bodies,Approved
O43257,Nucleoplasm,Approved
Q86VQ1,Nucleoli,Approved
O94880,Nucleoplasm,Approved
Q8IV38,Nucleoplasm,Approved
Q3YBM2,Nucleoplasm,Approved
Q9UGJ0,Nucleoplasm,Approved
Q8IUX7,Nucleoplasm,Approved
Q9BQE9,Nucleoplasm,Approved
P50458,Nucleoplasm,Approved
Q9NWW6,Nucleoplasm,Approved
Q9H1U4,Nucleoplasm,Approved
Q6UWL2,Nucleoplasm,Approved
Q9NVG8,Nucleoli,Approved
Q9H3R0,Nucleoplasm,Approved
Q12926,Nucleoplasm,Approved
Q96I24,Nucleoplasm,Approved
O14986,Nucleoplasm,Approved
Q8NEA6,Nucleoplasm,Approved
Q9NQX5,Nucleoplasm,Approved
Q15464,Nucleoplasm,Approved
Q712K3,Nucleoli,Approved
Q712K3,Nucleoplasm,Approved
O76080,Nuclear bodies,Approved
O76080,Nucleoplasm,Approved
Q5T5M9,Nucleoplasm,Approved
Q5VV63,Nucleoplasm,Approved
Q9H2L5,Nucleoli,Approved
Q9H2L5,Nucleoplasm,Approved
Q6XZF7,Nuclear bodies,Approved
Q6XZF7,Nucleoli,Approved
Q7L804,Nucleoplasm,Approved
Q14152,Nucleoplasm,Approved
Q9H7M9,Nucleoplasm,Approved
Q9H7U1,Nucleoplasm,Approved
O75607,Nucleoli,Approved
Q8NE35,Nucleoplasm,Approved
Q3B7T1,Nucleoplasm,Approved
Q9H4W6,Nucleoplasm,Approved
Q9UQ13,Nucleoplasm,Approved
Q13617,Nucleoplasm,Approved
Q16763,Nucleoplasm,Approved
O60347,Nuclear speckles,Approved
O60347,Nucleoplasm,Approved
O43242,Nucleoplasm,Approved
Q9UHV5,Nucleoplasm,Approved
O75916,Nucleoplasm,Approved
Q8IX18,Nucleoplasm,Approved
Q9UJT1,Nucleoplasm,Approved
Q9NVS9,Nucleoplasm,Approved
Q96JB5,Nucleoli,Approved
Q9Y2B2,Nucleoplasm,Approved
Q9Y272,Nucleoplasm,Approved
Q99567,Nucleoplasm,Approved
Q13867,Nuclear bodies,Approved
Q13867,Nucleoplasm,Approved
Q9Y3C7,Nucleoplasm,Approved
P55039,Nucleoplasm,Approved
Q8IY81,Mitotic chromosome,Approved
P30838,Nucleoplasm,Approved
O00231,Nucleoplasm,Approved
Q96C10,Nucleoplasm,Approved
Q9UH92,Nuclear membrane,Approved
P78357,Nucleoplasm,Approved
Q9BTE0,Nucleoplasm,Approved
Q8NE00,Nucleoplasm,Approved
Q13829,Nucleoli,Approved
P09972,Nucleoli fibrillar center,Approved
P09972,Nucleoplasm,Approved
Q7KZ85,Nucleoplasm,Approved
Q92564,Nucleoplasm,Approved
P62068,Nucleoli,Approved
P62068,Nucleoli rim,Approved
Q6ZU35,Nucleoplasm,Approved
Q13480,Nucleoli fibrillar center,Approved
Q9UJ72,Nucleoli,Approved
Q9UJ72,Nucleoplasm,Approved
Q86SF2,Nucleoplasm,Approved
Q8N5T2,Nuclear membrane,Approved
Q8N5T2,Nucleoplasm,Approved
P78367,Nucleoplasm,Approved
Q14728,Nuclear membrane,Approved
Q14728,Nucleoplasm,Approved
Q9NUQ7,Nucleoplasm,Approved
Q9UHL0,Nucleoplasm,Approved
Q96HJ3,Nuclear membrane,Approved
Q96HJ3,Nucleoli fibrillar center,Approved
O75845,Nucleoplasm,Approved
Q6NUN7,Nucleoplasm,Approved
P11142,Nucleoplasm,Approved
O00534,Nucleoli,Approved
P22059,Nucleoplasm,Approved
Q9H1C4,Nucleoplasm,Approved
Q9BZE2,Nucleoplasm,Approved
Q9BVC6,Nuclear membrane,Approved
P15328,Nuclear membrane,Approved
P60006,Nucleoplasm,Approved
P02656,Nucleoli,Approved
P02656,Nucleoplasm,Approved
Q8WVD5,Nucleoplasm,Approved
Q13490,Nucleoli fibrillar center,Approved
Q14139,Nuclear speckles,Approved
Q6ZVL6,Nucleoplasm,Approved
Q9UK99,Nucleoplasm,Approved
O00330,Nucleoplasm,Approved
Q9P2W6,Nucleoplasm,Approved
Q8N336,Nuclear speckles,Approved
Q8N336,Nucleoplasm,Approved
Q8IVL6,Nucleoli,Approved
Q6NWY9,Nucleoplasm,Approved
Q6IMN6,Nucleoplasm,Approved
Q9H175,Nuclear speckles,Approved
Q15185,Nucleoplasm,Approved
Q4VC05,Nucleoplasm,Approved
Q7L4I2,Nuclear speckles,Approved
Q7L4I2,Nucleoli fibrillar center,Approved
Q9UHW5,Nuclear speckles,Approved
Q96B01,Nucleoplasm,Approved
Q9UQQ2,Nucleoplasm,Approved
O60519,Nucleoplasm,Approved
Q9H628,Nucleoplasm,Approved
P40937,Nucleoplasm,Approved
P32856,Nuclear membrane,Approved
Q9NZN8,Nucleoplasm,Approved
Q13601,Mitotic chromosome,Approved
P04406,Nuclear membrane,Approved
P45974,Nucleoplasm,Approved
P60174,Nucleoplasm,Approved
Q9Y478,Nucleoplasm,Approved
Q33E94,Nucleoplasm,Approved
Q13242,Nucleoli,Approved
Q9NXL9,Nucleoplasm,Approved
Q8NB25,Nucleoplasm,Approved
O60942,Nucleoplasm,Approved
Q7Z4H3,Nucleoli,Approved
Q7Z4H3,Nucleoplasm,Approved
Q9NQE9,Nucleoli,Approved
Q8NI08,Nuclear bodies,Approved
Q8NI08,Nucleoplasm,Approved
O94885,Nucleoplasm,Approved
Q9HB96,Mitotic chromosome,Approved
Q7Z5Y7,Nuclear speckles,Approved
P40123,Nucleoplasm,Approved
Q9Y4E5,Nucleoplasm,Approved
P81133,Nuclear speckles,Approved
Q5TGJ6,Nucleoli fibrillar center,Approved
Q5TGJ6,Nucleoplasm,Approved
Q9ULK4,Nucleoplasm,Approved
Q9Y4K1,Nucleoplasm,Approved
O95677,Nucleoplasm,Approved
A7XYQ1,Nucleoplasm,Approved
Q9Y466,Nuclear bodies,Approved
Q9Y450,Nuclear bodies,Approved
O00628,Nucleoplasm,Approved
O43167,Nucleoplasm,Approved
Q99750,Nucleoplasm,Approved
Q96EK7,Nucleoplasm,Approved
Q6AI39,Nucleoplasm,Approved
Q14738,Nucleoplasm,Approved
O43598,Nucleoplasm,Approved
Q9NRW4,Nucleoplasm,Approved
P33981,Nucleoli,Approved
Q96IP4,Nucleoplasm,Approved
Q9NZA1,Nuclear speckles,Approved
Q9HCM7,Nucleoplasm,Approved
Q9UJA9,Nucleoplasm,Approved
Q9Y5E7,Nucleoplasm,Approved
Q5XG87,Nuclear membrane,Approved
P51397,Nucleoplasm,Approved
P56597,Nuclear bodies,Approved
P56597,Nucleoplasm,Approved
Q96DC7,Nucleoplasm,Approved
O96004,Nuclear bodies,Approved
O96004,Nuclear membrane,Approved
O96004,Nucleoplasm,Approved
Q9Y5E3,Nucleoplasm,Approved
O95263,Nucleoplasm,Approved
P20585,Nuclear bodies,Approved
Q9Y2P4,Nuclear bodies,Approved
P63208,Nucleoplasm,Approved
A5PLN9,Nucleoplasm,Approved
O95486,Nucleoli fibrillar center,Approved
Q6PID6,Nucleoplasm,Approved
Q12766,Nucleoli,Approved
Q17RY0,Nucleoplasm,Approved
Q05086,Nucleoplasm,Approved
Q8NHQ1,Nucleoplasm,Approved
P09455,Nucleoplasm,Approved
Q96CQ1,Nucleoplasm,Approved
Q6UY01,Nucleoplasm,Approved
Q16877,Nucleoli,Approved
P61328,Nucleoplasm,Approved
Q13191,Nucleoplasm,Approved
Q9Y2L6,Nucleoplasm,Approved
P38606,Nucleoplasm,Approved
O95196,Nucleoplasm,Approved
O94889,Nuclear bodies,Approved
O94889,Nucleoplasm,Approved
Q9NRQ2,Nuclear bodies,Approved
Q9NRQ2,Nucleoplasm,Approved
O15440,Nucleoplasm,Approved
Q96IU4,Nucleoli,Approved
Q96DR7,Nucleoplasm,Approved
Q9UFB7,Nucleoplasm,Approved
P63316,Nucleoplasm,Approved
P48751,Nucleoplasm,Approved
P24534,Nucleoli fibrillar center,Approved
Q9H8S9,Nucleoli,Approved
Q9H8S9,Nucleoplasm,Approved
Q9BST9,Nucleoplasm,Approved
Q8NG68,Nucleoplasm,Approved
Q658P3,Nucleoli,Approved
Q9NZI6,Nucleoli fibrillar center,Approved
O75886,Nucleoplasm,Approved
Q99726,Nucleoli,Approved
Q99726,Nucleoplasm,Approved
Q9H6D8,Nucleoplasm,Approved
P54750,Nucleoplasm,Approved
Q49AM3,Nucleoplasm,Approved
Q14449,Nucleoplasm,Approved
O43763,Nucleoplasm,Approved
Q9Y679,Nucleoplasm,Approved
Q9NR33,Nucleoplasm,Approved
Q9NW38,Nuclear bodies,Approved
Q9BWT3,Nuclear bodies,Approved
Q70CQ2,Nucleoplasm,Approved
Q9BUP0,Nucleoli fibrillar center,Approved
O60928,Nuclear membrane,Approved
P50991,Nucleoplasm,Approved
P32242,Nucleoplasm,Approved
Q9Y4C1,Nucleoplasm,Approved
P52746,Nucleoli fibrillar center,Approved
P52746,Nucleoplasm,Approved
P14778,Nucleoplasm,Approved
Q9GZV3,Nuclear bodies,Approved
Q15435,Nucleoli,Approved
Q02363,Nuclear bodies,Approved
Q02363,Nucleoplasm,Approved
O43815,Nucleoplasm,Approved
Q15042,Nucleoplasm,Approved
Q07687,Nuclear speckles,Approved
Q16719,Nucleoplasm,Approved
O14548,Nucleoli,Approved
Q9NRX1,Nucleoplasm,Approved
P08567,Nucleoli,Approved
O60296,Nuclear bodies,Approved
O60296,Nucleoplasm,Approved
Q99814,Nucleoplasm,Approved
Q9UIW0,Nuclear speckles,Approved
P15313,Nuclear membrane,Approved
P15313,Nucleoplasm,Approved
P35270,Nucleoplasm,Approved
Q8TCU4,Nuclear speckles,Approved
O00512,Nuclear bodies,Approved
O00512,Nucleoplasm,Approved
Q5T089,Nucleoplasm,Approved
Q96MN5,Nucleoplasm,Approved
P35268,Nucleoli,Approved
P35268,Nucleoplasm,Approved
O00186,Nucleoplasm,Approved
Q9Y2Q5,Nucleoplasm,Approved
P19623,Nucleoplasm,Approved
Q9UK22,Nucleoplasm,Approved
Q9H246,Nucleoplasm,Approved
O75061,Nucleoplasm,Approved
Q5JXC2,Nucleoplasm,Approved
Q9UMS5,Nuclear bodies,Approved
Q9UMS5,Nucleoli,Approved
Q9P2F8,Nuclear bodies,Approved
Q9P2F8,Nuclear membrane,Approved
Q9P2F8,Nucleoplasm,Approved
Q13129,Nucleoli,Approved
Q13129,Nucleoplasm,Approved
Q5T5D7,Nucleoplasm,Approved
Q9UJD0,Nucleoli,Approved
Q9UJD0,Nucleoplasm,Approved
P41162,Nucleoplasm,Approved
P09326,Nucleoli fibrillar center,Approved
Q16222,Nucleoplasm,Approved
Q9NWK9,Nuclear speckles,Approved
Q32P28,Nucleoli,Approved
O43414,Nucleoplasm,Approved
P14550,Nucleoplasm,Approved
Q92569,Nucleoplasm,Approved
O60635,Nucleoplasm,Approved
Q5TID7,Nuclear speckles,Approved
Q9H2P9,Nucleoli,Approved
Q9UKA9,Nucleoplasm,Approved
P23510,Nucleoplasm,Approved
Q6PI48,Nucleoplasm,Approved
O14896,Nucleoplasm,Approved
Q9UKA8,Nuclear speckles,Approved
Q9UKA8,Nucleoli fibrillar center,Approved
Q9BUV0,Nucleoplasm,Approved
Q86Y82,Nucleoplasm,Approved
Q9H0D2,Nucleoplasm,Approved
Q5T1V6,Nucleoplasm,Approved
O60462,Nucleoplasm,Approved
Q15005,Nucleoplasm,Approved
Q9P2H5,Nucleoli fibrillar center,Approved
Q9P2H5,Nucleoplasm,Approved
Q9UKL3,Nuclear bodies,Approved
Q9UKL3,Nucleoli,Approved
Q92576,Nucleoplasm,Approved
Q9H2A2,Nucleoplasm,Approved
Q9NTX7,Nucleoplasm,Approved
Q9Y2B1,Nucleoplasm,Approved
Q8NEN0,Nucleoplasm,Approved
Q9UNQ0,Nucleoplasm,Approved
Q14094,Nuclear bodies,Approved
Q14094,Nucleoplasm,Approved
O60437,Nucleoplasm,Approved
Q9Y4X4,Nucleoplasm,Approved
P15374,Nucleoplasm,Approved
Q53T59,Nucleoli,Approved
P63146,Nucleoplasm,Approved
Q9Y2T3,Nucleoplasm,Approved
Q9UDY2,Nucleoplasm,Approved
O14713,Nuclear bodies,Approved
Q53HC0,Nucleoplasm,Approved
O95758,Nucleoplasm,Approved
Q5T1M5,Nucleoli,Approved
Q9NX38,Nucleoplasm,Approved
Q53GS7,Nucleoli,Approved
Q9UKT8,Nucleoplasm,Approved
Q96K62,Nuclear bodies,Approved
Q8WV16,Nucleoplasm,Approved
Q9Y324,Nucleoplasm,Approved
P49763,Nucleoplasm,Approved
Q9H2X8,Nucleoli,Approved
Q8ND07,Nucleoplasm,Approved
P07311,Nucleoplasm,Approved
Q14767,Nucleoplasm,Approved
Q9UHC1,Nucleoplasm,Approved
Q53FD0,Nuclear speckles,Approved
P49770,Nucleoplasm,Approved
Q86VK4,Nuclear bodies,Approved
P62699,Nucleoplasm,Approved
Q3ZCW2,Nucleoplasm,Approved
Q9P021,Nucleoli fibrillar center,Approved
Q9P021,Nucleoplasm,Approved
Q5TC84,Nucleoplasm,Approved
P50539,Nucleoli,Approved
P50539,Nucleoli rim,Approved
Q9NRZ9,Nucleoplasm,Approved
Q5T686,Nucleoplasm,Approved
P28562,Nucleoli,Approved
Q9Y2P8,Nucleoplasm,Approved
Q9BWD1,Nucleoplasm,Approved
Q9BWV7,Nuclear membrane,Approved
Q9BWV7,Nucleoli,Approved
Q9NPA8,Nucleoplasm,Approved
Q5T5P2,Nucleoplasm,Approved
Q9UPP2,Nucleoplasm,Approved
Q9BR77,Nuclear membrane,Approved
Q86XN7,Nucleoplasm,Approved
O14727,Nucleoplasm,Approved
O75608,Nucleoplasm,Approved
Q14258,Nuclear bodies,Approved
Q13207,Nucleoplasm,Approved
P78383,Nucleoplasm,Approved
Q9C073,Nucleoplasm,Approved
Q8WU10,Nuclear speckles,Approved
Q6P9A3,Nucleoplasm,Approved
Q8TBC5,Nucleoplasm,Approved
Q9UPQ7,Nucleoplasm,Approved
Q969G2,Nuclear speckles,Approved
Q7Z2T5,Nucleoli,Approved
Q7Z2T5,Nucleoplasm,Approved
P01040,Nucleoplasm,Approved
Q7L190,Mitotic chromosome,Approved
Q7L190,Nucleoli,Approved
Q7L190,Nucleoli rim,Approved
Q7L190,Nucleoplasm,Approved
Q96QD5,Nucleoli,Approved
Q96QD5,Nucleoplasm,Approved
Q9UBW7,Nucleoplasm,Approved
O43766,Nucleoplasm,Approved
P17040,Nucleoplasm,Approved
Q6T310,Nuclear bodies,Approved
O75995,Nuclear bodies,Approved
O75995,Nucleoplasm,Approved
Q96A73,Nucleoplasm,Approved
P53621,Nucleoplasm,Approved
O75112,Nucleoplasm,Approved
O95201,Nucleoplasm,Approved
Q9NUP7,Nuclear bodies,Approved
Q9NUP7,Nucleoplasm,Approved
Q5T9S5,Nucleoplasm,Approved
Q8N2U9,Nucleoplasm,Approved
Q7L9B9,Nuclear speckles,Approved
Q9BSE4,Nucleoli,Approved
Q9BSE4,Nucleoli rim,Approved
P31268,Nuclear membrane,Approved
Q9NP87,Nucleoplasm,Approved
O60575,Nucleoplasm,Approved
Q5QP82,Nucleoli fibrillar center,Approved
Q9HCM3,Nuclear membrane,Approved
P51857,Nucleoplasm,Approved
Q9Y4Z2,Nuclear speckles,Approved
Q9Y4Z2,Nucleoplasm,Approved
Q8TDD1,Nucleoli,Approved
Q8TDD1,Nucleoplasm,Approved
Q71F56,Nucleoplasm,Approved
P42773,Nucleoplasm,Approved
Q14714,Nuclear membrane,Approved
Q14714,Nucleoplasm,Approved
Q7Z6B0,Nucleoplasm,Approved
Q9Y305,Nucleoplasm,Approved
O00148,Nuclear speckles,Approved
Q9BQ61,Nucleoplasm,Approved
Q9BRX9,Nucleoplasm,Approved
O14908,Nucleoplasm,Approved
P43897,Nucleoplasm,Approved
P22736,Nuclear membrane,Approved
Q16621,Nucleoplasm,Approved
Q9NVX7,Nucleoplasm,Approved
P17707,Nucleoplasm,Approved
Q7Z2Y5,Nucleoplasm,Approved
Q6PEV8,Nucleoplasm,Approved
Q13287,Nucleoplasm,Approved
Q9UIF8,Nucleoplasm,Approved
P33552,Nucleoplasm,Approved
Q8N136,Nuclear bodies,Approved
Q8N136,Nucleoplasm,Approved
O95573,Nucleoli,Approved
O95573,Nucleoli rim,Approved
Q6ZNI0,Nuclear bodies,Approved
Q8NI51,Nuclear bodies,Approved
Q8NI51,Nucleoplasm,Approved
Q5TG30,Nucleoplasm,Approved
Q96GQ7,Nucleoli,Approved
Q14CZ7,Nucleoplasm,Approved
P12955,Nucleoplasm,Approved
Q9UJ70,Nucleoplasm,Approved
Q96PE7,Nucleoli,Approved
Q8WVK2,Nucleoplasm,Approved
Q9UPT9,Nuclear speckles,Approved
Q8WVV4,Nucleoplasm,Approved
Q9H609,Nucleoplasm,Approved
Q00604,Nucleoli,Approved
Q00604,Nucleoplasm,Approved
Q96PN7,Nucleoli fibrillar center,Approved
Q96S55,Nucleoplasm,Approved
Q13608,Nuclear bodies,Approved
Q13608,Nucleoplasm,Approved
P16083,Nucleoplasm,Approved
P06899,Nucleoplasm,Approved
O95238,Nucleoli,Approved
O95238,Nucleoplasm,Approved
Q9Y235,Nucleoplasm,Approved
Q16626,Nucleoplasm,Approved
Q96T54,Nucleoplasm,Approved
O75818,Nucleoplasm,Approved
Q9BSJ1,Nucleoli,Approved
Q9Y2G1,Nucleoplasm,Approved
Q8TE82,Nucleoli,Approved
Q8TE82,Nucleoli rim,Approved
Q8TE82,Nucleoplasm,Approved
Q9Y651,Nucleoplasm,Approved
Q8N3J3,Nucleoplasm,Approved
P10914,Nucleoplasm,Approved
Q99766,Nucleoplasm,Approved
Q9BXF9,Nucleoplasm,Approved
Q9NR83,Nuclear speckles,Approved
Q9BVV2,Nucleoplasm,Approved
Q9H3Y8,Nucleoli,Approved
Q9H3Y8,Nucleoplasm,Approved
Q8NI27,Nucleoplasm,Approved
Q96DT6,Nucleoplasm,Approved
Q9BRG2,Nucleoplasm,Approved
Q15642,Nucleoplasm,Approved
Q9H6K4,Nucleoplasm,Approved
Q9H2Z4,Nuclear bodies,Approved
Q9H1E5,Nuclear membrane,Approved
Q8TDR2,Nuclear bodies,Approved
Q9GZP1,Nucleoplasm,Approved
P52736,Nucleoplasm,Approved
Q9BRP0,Nucleoplasm,Approved
Q9NUR3,Nucleoplasm,Approved
Q969V3,Nucleoplasm,Approved
Q6P1M9,Nuclear speckles,Approved
Q9Y5R2,Nucleoli,Approved
P20042,Nucleoli,Approved
Q9UPG8,Nucleoplasm,Approved
Q9H9G7,Nucleoplasm,Approved
Q07866,Nucleoplasm,Approved
P04632,Nucleoplasm,Approved
Q9BTD8,Nucleoplasm,Approved
O14669,Nucleoli,Approved
O14669,Nucleoplasm,Approved
Q9H7N4,Nucleoplasm,Approved
Q96NX9,Nucleoplasm,Approved
Q8TF68,Nucleoplasm,Approved
Q92979,Mitotic chromosome,Approved
Q92979,Nucleoplasm,Approved
Q16384,Nucleoli,Approved
Q16384,Nucleoplasm,Approved
Q9H4E5,Nucleoli,Approved
Q9H4E5,Nucleoplasm,Approved
P54652,Nucleoplasm,Approved
Q32P41,Nucleoli,Approved
Q32P41,Nucleoplasm,Approved
A1L390,Nucleoplasm,Approved
P22794,Nuclear bodies,Approved
P22794,Nucleoplasm,Approved
O75638,Nuclear bodies,Approved
Q9P291,Nucleoplasm,Approved
Q5JVG2,Nuclear membrane,Approved
Q5JVG2,Nucleoplasm,Approved
Q5JSP0,Nucleoplasm,Approved
Q5T1R4,Nucleoplasm,Approved
Q9C0K0,Nucleoli fibrillar center,Approved
Q9C0K0,Nucleoplasm,Approved
Q96I13,Nuclear bodies,Approved
Q96I13,Nucleoplasm,Approved
O95619,Nuclear membrane,Approved
O95619,Nucleoplasm,Approved
Q9NYW4,Nucleoli,Approved
Q9NYW4,Nucleoplasm,Approved
Q9BV99,Nucleoplasm,Approved
Q9BSA9,Nuclear membrane,Approved
Q9BSA9,Nucleoplasm,Approved
O75182,Nucleoplasm,Approved
Q9Y5W3,Nucleoplasm,Approved
Q9BV81,Nucleoplasm,Approved
O43556,Nucleoplasm,Approved
Q96PB1,Nucleoplasm,Approved
Q9Y6R6,Nucleoplasm,Approved
O75677,Nuclear speckles,Approved
O75678,Nuclear speckles,Approved
O75679,Nuclear speckles,Approved
Q9BZE7,Nucleoplasm,Approved
Q9ULX5,Nuclear speckles,Approved
Q5M775,Nucleoli fibrillar center,Approved
Q9UI42,Nucleoplasm,Approved
O95777,Nucleoplasm,Approved
Q96JN2,Nuclear membrane,Approved
Q6PID8,Nucleoplasm,Approved
P31249,Nuclear bodies,Approved
P28358,Nucleoplasm,Approved
P35453,Nucleoplasm,Approved
P63162,Nucleoplasm,Approved
Q969U7,Nuclear bodies,Approved
Q969U7,Nucleoplasm,Approved
Q6ZS81,Nucleoplasm,Approved
Q9NZR1,Nucleoli fibrillar center,Approved
Q9NZR1,Nucleoplasm,Approved
Q9HB65,Mitotic chromosome,Approved
Q9HB65,Nucleoli,Approved
Q9BV29,Nuclear speckles,Approved
P26440,Nucleoplasm,Approved
Q96GE6,Nucleoplasm,Approved
Q9P2Z0,Nucleoplasm,Approved
P48547,Nuclear membrane,Approved
P48547,Nucleoplasm,Approved
P32321,Nucleoplasm,Approved
O60248,Nucleoli,Approved
O60248,Nucleoplasm,Approved
Q86UA6,Nucleoli fibrillar center,Approved
A8MW92,Nucleoplasm,Approved
Q9H0K6,Nuclear speckles,Approved
Q9H0K6,Nucleoli,Approved
Q96IF1,Nucleoplasm,Approved
Q6P0N0,Nucleoli,Approved
P07998,Nucleoplasm,Approved
Q9HCS5,Nucleoplasm,Approved
Q16878,Nucleoplasm,Approved
Q92503,Nucleoplasm,Approved
Q6NXR4,Nucleoplasm,Approved
P49918,Nuclear bodies,Approved
P49918,Nucleoplasm,Approved
Q9BU89,Nucleoli,Approved
Q9BU89,Nucleoplasm,Approved
Q6T4P5,Nucleoplasm,Approved
Q96GS6,Nuclear speckles,Approved
Q08623,Nucleoplasm,Approved
Q9NVN8,Nucleoplasm,Approved
Q6UXH0,Nucleoplasm,Approved
Q96SZ4,Nucleoplasm,Approved
Q8WUY1,Nuclear speckles,Approved
Q92692,Nucleoli fibrillar center,Approved
Q17RN3,Nucleoli,Approved
Q17RN3,Nucleoplasm,Approved
Q9BW61,Nucleoli,Approved
Q9BW61,Nucleoplasm,Approved
Q9UK45,Nucleoli fibrillar center,Approved
Q9BYT3,Nucleoli,Approved
Q9BYT3,Nucleoplasm,Approved
Q9BXT2,Nucleoli fibrillar center,Approved
Q66K74,Nucleoli,Approved
Q66K74,Nucleoplasm,Approved
Q9BWG4,Nucleoplasm,Approved
Q8TD43,Nucleoplasm,Approved
Q8N988,Nucleoplasm,Approved
Q99784,Nucleoli,Approved
Q99784,Nucleoplasm,Approved
Q86UZ6,Nucleoplasm,Approved
Q9BYL1,Nucleoplasm,Approved
Q9BSJ2,Nucleoplasm,Approved
P50219,Nucleoli,Approved
P50219,Nucleoplasm,Approved
Q9Y3M9,Nuclear speckles,Approved
Q9BWX5,Nucleoplasm,Approved
Q8NC74,Nucleoplasm,Approved
Q9H4Q4,Nucleoplasm,Approved
Q9HA47,Nucleoli,Approved
Q9HA47,Nucleoplasm,Approved
Q86TL0,Nucleoplasm,Approved
Q99742,Nucleoplasm,Approved
O60234,Nuclear bodies,Approved
O60234,Nucleoplasm,Approved
Q02779,Nucleoplasm,Approved
Q8N1G4,Nucleoli fibrillar center,Approved
Q9BUE0,Nucleoplasm,Approved
Q5TEJ8,Nucleoplasm,Approved
Q9BUY5,Nucleoplasm,Approved
P51805,Nucleoplasm,Approved
Q9NQX6,Nucleoplasm,Approved
Q9UL36,Nucleoplasm,Approved
A1L443,Nuclear bodies,Approved
O14668,Nucleoplasm,Approved
Q14498,Nucleoplasm,Approved
Q9BYN7,Nucleoplasm,Approved
Q9UJ14,Nucleoplasm,Approved
Q96B54,Nucleoli,Approved
Q14687,Nucleoplasm,Approved
Q9Y248,Nucleoplasm,Approved
P14902,Nucleoplasm,Approved
O14627,Nuclear speckles,Approved
O14627,Nucleoplasm,Approved
Q9Y496,Nucleoplasm,Approved
Q96A65,Nucleoli,Approved
Q96A65,Nucleoli rim,Approved
Q96P50,Nucleoplasm,Approved
Q96HA4,Mitotic chromosome,Approved
Q96HA4,Nucleoli rim,Approved
Q8NCW0,Nucleoli,Approved
Q9HBU1,Nucleoplasm,Approved
Q9BQY4,Nucleoplasm,Approved
O76011,Nucleoplasm,Approved
P11388,Nucleoli,Approved
O43741,Nucleoplasm,Approved
Q9HCX3,Nuclear speckles,Approved
P17024,Nuclear bodies,Approved
P17024,Nuclear membrane,Approved
P17024,Nucleoplasm,Approved
Q0VDD7,Nucleoplasm,Approved
P19474,Nucleoplasm,Approved
Q9NWH7,Nucleoplasm,Approved
Q15345,Nuclear bodies,Approved
Q15345,Nucleoplasm,Approved
O60894,Nuclear membrane,Approved
O60894,Nucleoplasm,Approved
Q684P5,Nuclear membrane,Approved
P62253,Nucleoplasm,Approved
P57772,Nuclear bodies,Approved
P57772,Nucleoplasm,Approved
Q9P2M4,Nucleoplasm,Approved
Q9NZJ6,Nucleoplasm,Approved
Q9HBV1,Nucleoli,Approved
O75179,Nuclear membrane,Approved
O15054,Nuclear speckles,Approved
Q9NVM4,Nucleoli fibrillar center,Approved
Q96MM6,Nucleoplasm,Approved
Q9NU02,Nucleoli fibrillar center,Approved
Q9H1Q7,Nucleoplasm,Approved
Q9H1D9,Nucleoplasm,Approved
Q8WYP3,Nucleoli,Approved
P18433,Nucleoplasm,Approved
P51398,Nucleoplasm,Approved
Q9H310,Nucleoplasm,Approved
P02741,Nucleoplasm,Approved
Q9Y4I5,Nucleoplasm,Approved
Q9BQC3,Nucleoplasm,Approved
Q96MP5,Nucleoli fibrillar center,Approved
Q9NX31,Nuclear speckles,Approved
Q9NX31,Nucleoli,Approved
Q9NX31,Nucleoli rim,Approved
O95685,Nucleoli,Approved
O00203,Nucleoplasm,Approved
Q96IU2,Nucleoplasm,Approved
Q9H4M3,Nucleoplasm,Approved
Q9BU20,Nucleoplasm,Approved
Q9UJW0,Nucleoplasm,Approved
Q9UJ78,Nucleoplasm,Approved
P49336,Nucleoplasm,Approved
Q13203,Nucleoli,Approved
Q13203,Nucleoplasm,Approved
O15075,Nucleoplasm,Approved
P78396,Nuclear bodies,Approved
P78396,Nucleoplasm,Approved
Q9Y2V7,Nuclear speckles,Approved
Q8IXQ4,Nucleoli rim,Approved
Q8IXQ4,Nucleoplasm,Approved
Q9Y3M8,Nucleoplasm,Approved
Q969W3,Nucleoplasm,Approved
Q8N1S5,Nucleoplasm,Approved
P29323,Nucleoplasm,Approved
Q96IQ9,Nucleoplasm,Approved
Q9BQI6,Nucleoplasm,Approved
Q6RFH5,Nucleoplasm,Approved
P0CG30,Nucleoplasm,Approved
